URL,Marque,Modèle,Prix,Carrosserie,Etat,Sieges,Portes,Annonce ID,Garantie,Kilometrage,Annee,Puissance,Transmission,Cylindree,Carburant,CO2,Couleur originale,Type peinture,Couleur interieur,position_page
https://www.autoscout24.fr/offres/citroen-ds4-1-2-130-sport-chic-cam-recul-cuir-distrib-ok-essence-blanc-754e485c-ccd9-4b13-b81b-e8bf40cd3b2d,,,,Berline,Occasion,5,,VRZ_B63077,6 mois,,05/2016,96 kW (131 CH),Boîte manuelle,,Essence,,Blanc,,Noir,3
https://www.autoscout24.fr/offres/peugeot-308-ii-1-2-puretech-130-gt-line-essence-blanc-17cec033-5adf-48aa-8522-925b3c20d001,,,,Berline,Occasion,5,5,r0070653,6 mois,,05/2017,96 kW (131 CH),Boîte manuelle,,Essence,107 g/km (mixte),Blanc,,Noir,1
https://www.autoscout24.fr/offres/peugeot-ion-67-16-kwh-electrique-247e17fd-edd9-4dd2-8e02-d94ed10526fe,,,,Citadine,Occasion,4,5,r0070397,6 mois,,03/2018,35 kW (48 CH),Boîte automatique,,Electrique,0 g/km (mixte),Gris clair,,Bleu,2
https://www.autoscout24.fr/offres/mercedes-benz-e-350-350-cdi-executive-be-ba-diesel-gris-679c9711-00b5-4aed-b6c0-9755195b9c5e,,,,Cabriolet,Occasion,4,2,15313,,,06/2010,172 kW (234 CH),Boîte automatique,2 987 cm³,Diesel,185 g/km (mixte),GRIS,,Gris,2
https://www.autoscout24.fr/offres/audi-a3-1-8-tfsi-160ch-ambition-3p-essence-rouge-76133dbe-49ed-4b0a-b53d-6c65e18ccffe,,,,Berline,Occasion,5,3,70,,,10/2008,119 kW (162 CH),Boîte manuelle,1 798 cm³,Essence,171 g/km (mixte),BORDEAU,Métallisé,Gris,2
https://www.autoscout24.fr/offres/citroen-c4-picasso-2-0-hdi160-fap-exclusive-ba-diesel-noir-53046179-6bbb-4ba2-9ad6-73d3bf355b4a,,,,Monospace,Occasion,5,5,14048,3 mois,,02/2013,122 kW (166 CH),Boîte automatique,1 997 cm³,Diesel,175 g/km (mixte),NOIR,,Noir,2
https://www.autoscout24.fr/offres/volkswagen-arteon-2-0-tdi-150-scr-dsg7-elegance-5p-diesel-gris-5ea2f8fa-92a1-4f3a-b5c2-0d7767213dbf,,,,Berline,Occasion,5,5,dkcdldbbr,6 mois,,11/2018,110 kW (150 CH),Boîte automatique,1 968 cm³,Diesel,,GRIS CLAIR,,Noir,1
https://www.autoscout24.fr/offres/hyundai-trajet-2-0-crdi-pack-confort-diesel-noir-62515409-a41f-49f2-bd6d-ce80535f11bd,,,,Monospace,Occasion,7,5,12728,3 mois,,01/2007,84 kW (114 CH),Boîte manuelle,1 991 cm³,Diesel,192 g/km (mixte),NOIR,Métallisé,Noir,3
https://www.autoscout24.fr/offres/mercedes-benz-a-200-200-cdi-elegance-diesel-noir-2da92639-ceb8-47fc-b097-16f846b9ca97,,,,Monospace,Occasion,5,5,2156,3 mois,,05/2010,104 kW (141 CH),Boîte manuelle,1 991 cm³,Diesel,135 g/km (mixte),NOIR,Métallisé,Beige,2
https://www.autoscout24.fr/offres/peugeot-308-1-2-puretech-110ch-s-u0026s-allure-essence-bleu-0fcc119a-d539-4c79-8671-64bd8802669a,,,,Break,Occasion,5,5,2087,3 mois,,01/2019,82 kW (111 CH),Boîte manuelle,1 199 cm³,Essence,124 g/km (mixte),BLEU,,Noir,2
https://www.autoscout24.fr/offres/peugeot-308-1-2-puretech-130ch-6-c-s-u0026s-allure-essence-noir-5f768195-f86a-4f8b-85e7-bdff959d9d79,,,,Berline,Occasion,5,5,2088,3 mois,,03/2018,97 kW (132 CH),Boîte manuelle,1 199 cm³,Essence,115 g/km (mixte),NOIR,,Noir,2
https://www.autoscout24.fr/offres/renault-scenic-1-3-tce-115ch-fap-life-essence-blanc-10d5d169-0be4-489f-aec9-7b64b07878d9,,,,Monospace,Occasion,5,5,2085,3 mois,,04/2018,87 kW (118 CH),Boîte manuelle,1 330 cm³,Essence,136 g/km (mixte),BLANC,,Noir,1
https://www.autoscout24.fr/offres/toyota-mirai-hydrogene-154-ch-dynamic-hydrogene-noir-d8f9d9f8-c3f0-49a8-9fc2-458f1bede654,,,,Berline,Occasion,4,5,70210986AH20211028113noirmagnetique,,,10/2021,113 kW (154 CH),Boîte automatique,,Hydrogène,1 g/km (mixte),Noir Magnétique,,Autres,3
https://www.autoscout24.fr/offres/ds-automobiles-ds-4-2-0-hdi-163-sport-chic-diesel-noir-5ff25993-aae0-4823-a38a-c70f1281cf1b,,,,Berline,Occasion,5,5,r0070812,6 mois,,03/2013,120 kW (163 CH),Boîte automatique,,Diesel,149 g/km (mixte),Noir,,Noir,4
